Index;Max. R-Score;Epoch of max R-Score
1.0;-57.8579709303;140.0
2.0;-84.27877719593032;65.0
3.0;-107.52070502582163;129.0
4.0;-104.71890888828148;130.0
5.0;-103.55403593748257;4.0
6.0;-110.22665774716876;44.0
7.0;-67.81806079270108;1.0
8.0;-83.21390365101293;1.0
9.0;-69.01141970460206;1.0
10.0;-96.79592720115947;2.0
11.0;-93.9955466006996;2.0
12.0;-99.50640462808352;62.0
13.0;-93.76110099205576;2.0
14.0;-92.72315212452874;67.0
15.0;-97.06282804083577;132.0
16.0;-77.54002664270612;28.0
17.0;-97.4478139033395;77.0
18.0;-87.9856236886991;43.0
19.0;-98.56192153119552;3.0
20.0;-96.78006534198812;52.0
21.0;-102.12493012591457;59.0
22.0;-94.77751851448296;2.0
23.0;-97.3509368749821;2.0
24.0;-99.40339216292948;63.0
25.0;-92.75835495318145;53.0
26.0;-91.78035520779684;84.0
27.0;-96.8670996728255;22.0
28.0;0.1949424528316972;123.0
29.0;0.19187959329393356;28.0
30.0;0.19701205270347;39.0
31.0;0.1809662077985259;1.0
32.0;0.17893339089252402;51.0
33.0;0.18588148365404666;70.0
34.0;0.19039177586854084;10.0
35.0;0.1866959440772653;10.0
36.0;0.19693708096285023;6.0
37.0;0.18168292136504993;148.0
38.0;0.1788969388681524;7.0
39.0;0.1885221999389215;34.0
40.0;0.18386587060212534;143.0
41.0;0.1818063255875909;7.0
42.0;0.18913545700484657;31.0
43.0;-0.1728565002144915;150.0
44.0;0.12695985589317016;150.0
45.0;0.1388265476241315;126.0
46.0;0.14080098043431544;148.0
47.0;0.14435702161093256;150.0
48.0;0.14432759805492867;1.0
49.0;0.14236064677272697;19.0
50.0;0.14448377849914884;30.0
51.0;0.14065037463679864;1.0
52.0;0.1331824306363072;35.0
53.0;0.1360479040654119;140.0
54.0;0.1359204382383682;1.0
55.0;0.22627011445865142;14.0
56.0;0.10877860690047458;17.0
57.0;0.041295734719885346;14.0
58.0;-0.10742958581276096;1.0
59.0;-0.1458243164285593;1.0
60.0;-0.16407900101997974;3.0
61.0;-0.18350254921010745;2.0
62.0;-0.28968851221128133;3.0
63.0;-0.3467045494581362;8.0
64.0;-0.38245059325120323;1.0
65.0;-0.4335655586028111;2.0
66.0;-0.4640311613694983;52.0
67.0;-0.4716369571586905;3.0
68.0;-0.514105097502261;2.0
69.0;-0.5410489193733092;84.0
70.0;-0.5302288351434981;62.0
71.0;-0.5392320142532909;15.0
72.0;-0.4400143896603981;149.0
73.0;-0.4360487966925366;4.0
74.0;-0.4696829962711577;3.0
75.0;-0.4978706364097083;53.0
76.0;-0.49978116003973505;1.0
77.0;-0.5518675440028544;2.0
78.0;-0.5745718764974239;38.0
79.0;-0.5812065235406048;6.0
80.0;-0.6113308668523714;6.0
81.0;-0.6205601423647611;18.0
82.0;0.2009714890177896;23.0
83.0;0.08049596256288061;15.0
84.0;-0.09161061881779653;15.0
85.0;-0.20029944455713533;2.0
86.0;-0.25056712629289857;3.0
87.0;-0.2779721551863581;1.0
88.0;-0.30823597687539905;2.0
89.0;-0.46887992132155687;10.0
90.0;-0.534468321101454;10.0
91.0;-0.5628668303199929;1.0
92.0;-0.6332407185456319;1.0
93.0;-0.6696286209507047;4.0
94.0;-0.6837755087834465;5.0
95.0;-0.7369608524797251;5.0
96.0;-0.7558825206883855;8.0
97.0;-0.7668019462617544;24.0
98.0;-0.7839679253677663;20.0
99.0;-0.7662615961460566;124.0
100.0;-0.7687825427557702;2.0
101.0;-0.798505412472226;5.0
102.0;-0.8078428556732069;35.0
103.0;-0.8114936802679555;5.0
104.0;-0.8593362625041816;4.0
105.0;-0.8698302565413427;5.0
106.0;-0.878396367321048;2.0
107.0;-0.8990190896474581;47.0
108.0;-0.9011684536090323;12.0
109.0;0.2925334937740708;143.0
110.0;0.2939960135749534;139.0
111.0;0.3011996520657574;109.0
112.0;0.30424994334772326;43.0
113.0;0.30462260167556454;99.0
114.0;0.3033244365674732;45.0
115.0;0.30337126560243677;130.0
116.0;0.3023328084217751;150.0
117.0;0.304808792659122;92.0
118.0;0.3039497883259693;92.0
119.0;0.3043502195564879;46.0
120.0;0.3037200500871068;46.0
121.0;0.3028634731639058;46.0
122.0;0.3032253662796598;46.0
123.0;0.30296806263980025;92.0
124.0;0.3020007696316801;111.0
125.0;0.30267002344476146;101.0
126.0;0.024978441105235616;150.0
127.0;0.30327162826173903;150.0
128.0;0.30639902746061576;78.0
129.0;0.3064313135044865;95.0
130.0;0.30568401405795786;63.0
131.0;0.30488909400233044;100.0
132.0;0.3051294392711532;101.0
133.0;0.3039433678320804;40.0
134.0;0.3041628949929719;14.0
135.0;0.30247705195652064;100.0
136.0;0.2871796748316364;148.0
137.0;0.28059091550939075;144.0
138.0;0.289306790273374;134.0
139.0;0.29928960791746073;36.0
140.0;0.29988654020263983;36.0
141.0;0.2996727901963939;3.0
142.0;0.2958482963777338;61.0
143.0;0.29720534551577826;103.0
144.0;0.2981094122927773;61.0
145.0;0.3008577947545089;9.0
146.0;0.29897365118607977;16.0
147.0;0.2991139462429232;9.0
148.0;0.2988543656193259;8.0
149.0;0.29902517922468896;24.0
150.0;0.29869020995665585;16.0
151.0;0.2533255113730466;150.0
152.0;0.30011726877284006;84.0
153.0;-25.80890881742552;150.0
154.0;-6.289820891273618;150.0
155.0;-1.5603741229256802;150.0
156.0;-0.08536707222269047;150.0
157.0;0.2749142151251527;150.0
158.0;0.29137152159704216;112.0
159.0;0.2977341096061761;112.0
160.0;0.2964702887865527;99.0
161.0;0.29714523352576516;7.0
162.0;0.2960534186008479;112.0
163.0;0.2907463083702104;144.0
164.0;0.26247960100894174;125.0
165.0;0.2860807279027425;138.0
166.0;0.30189231461113575;112.0
167.0;0.3014498285492706;112.0
168.0;0.30130761779382553;140.0
169.0;0.29535277543318117;149.0
170.0;0.2928518622975316;140.0
171.0;0.29616369087150607;141.0
172.0;0.29706536382585225;91.0
173.0;0.29528402434678347;139.0
174.0;0.29642635039436005;141.0
175.0;0.2962483672247176;91.0
176.0;0.29430392883928225;149.0
177.0;0.2952949285005593;14.0
178.0;-7.52766445213458;150.0
179.0;-0.7665059278560715;149.0
180.0;-1.643573592418246e8;150.0
181.0;-1.5775197332496095e8;150.0
182.0;-1.514233560772688e8;150.0
183.0;-1.4517849787057945e8;150.0
184.0;-1.3172792874110505e8;150.0
185.0;-1.2032036041550648e8;150.0
186.0;-1.0997150466925235e8;150.0
187.0;-1.0052901117103218e8;150.0
188.0;-9.191352937544413e7;150.0
189.0;-8.366540465179944e7;150.0
190.0;0.2881898569482463;141.0
191.0;0.23207460686656767;125.0
192.0;0.28479142882245956;89.0
193.0;0.2979490493354756;93.0
194.0;0.2972679276475444;129.0
195.0;0.29713745537786573;93.0
196.0;0.2915599730426013;150.0
197.0;0.2899116191034339;150.0
198.0;0.29142855136787116;111.0
199.0;0.29410008838785096;36.0
200.0;0.2922729881553632;150.0
201.0;0.29301030974228415;111.0
202.0;0.29192029264565167;53.0
203.0;0.2909984928436705;150.0
204.0;0.29310913059849175;36.0
205.0;-121.27694919762976;150.0
206.0;-43.6505134472749;149.0
207.0;-5.3360354992946075e10;150.0
208.0;-5.2827681954414894e10;150.0
209.0;-5.227759939620236e10;150.0
210.0;-5.170249928013242e10;150.0
211.0;-4.883861620011861e10;150.0
212.0;-4.5654433235193504e10;150.0
213.0;-4.266875157383618e10;150.0
214.0;-4.027216474339516e10;150.0
215.0;-3.822032150582766e10;150.0
216.0;-3.6253753041288895e10;150.0
217.0;0.2885035810070944;141.0
218.0;0.19564643316262165;135.0
219.0;0.2781833707720962;70.0
220.0;0.29255380875188974;102.0
221.0;0.29345056462397856;36.0
222.0;0.2934414832268111;18.0
223.0;0.2887621977620626;56.0
224.0;0.284029146365785;121.0
225.0;0.2856719945226116;91.0
226.0;0.29070108111925275;48.0
227.0;0.285275518373614;80.0
228.0;0.288037463694516;7.0
229.0;0.28787998404193493;70.0
230.0;0.28320566236910893;45.0
231.0;0.2881011566256736;45.0
232.0;-517.1626842481713;150.0
233.0;-174.56419179627255;149.0
234.0;-3.3807258655953345e12;150.0
235.0;-3.357636889136946e12;150.0
236.0;-3.3342682401223813e12;150.0
237.0;-3.310400962981239e12;150.0
238.0;-3.192850744638522e12;150.0
239.0;-3.066704075017873e12;150.0
240.0;-2.9362226597249077e12;150.0
241.0;-2.8105232139093804e12;150.0
242.0;-2.6921016760153535e12;150.0
243.0;-2.575335065246979e12;150.0
244.0;0.15391330230648193;28.0
245.0;0.15268664575907964;5.0
246.0;0.13602618532441169;13.0
247.0;0.07465107768781687;1.0
248.0;0.060258072525868234;4.0
249.0;0.05838307293731937;64.0
250.0;0.057930772604228076;7.0
251.0;0.026106277918306775;5.0
252.0;0.008239079177102981;18.0
253.0;-0.014726612373685333;3.0
254.0;-0.057211498543785266;29.0
255.0;-0.05706462035481441;7.0
256.0;-0.06510960080787997;10.0
257.0;-0.08787164298964845;29.0
258.0;-0.08331997425065119;11.0
259.0;-0.984745044683285;150.0
260.0;-0.13600729570581604;150.0
261.0;0.09309557222200371;148.0
262.0;0.09487773687814627;38.0
263.0;0.0896309317147912;1.0
264.0;0.08026214932895082;1.0
265.0;0.06679758046891648;13.0
266.0;0.055118968625065934;46.0
267.0;0.04568012018182488;1.0
268.0;0.01344124063338048;1.0
269.0;-0.004290990341334178;39.0
270.0;-0.017405399663648957;3.0
271.0;0.18936864918053287;11.0
272.0;0.0771293898262645;7.0
273.0;-0.042964247316170434;14.0
274.0;-0.25900332070815857;1.0
275.0;-0.31595513981834156;4.0
276.0;-0.3433914668827358;1.0
277.0;-0.3594603771222189;4.0
278.0;-0.5378871388242508;3.0
279.0;-0.6079289778271526;14.0
280.0;-0.6472599803952948;1.0
281.0;-0.7501109368261463;4.0
282.0;-0.7739262308035677;17.0
283.0;-0.7910451127101814;1.0
284.0;-0.8476299223457706;8.0
285.0;-0.8535603247648889;18.0
286.0;-0.861251598461136;5.0
287.0;-0.8746745912451648;14.0
288.0;-0.7203670066795309;110.0
289.0;-0.7352101685315047;1.0
290.0;-0.8232050792139212;1.0
291.0;-0.8370655100073556;22.0
292.0;-0.8465074367085792;1.0
293.0;-0.910773754207399;33.0
294.0;-0.913907533514619;21.0
295.0;-0.9190686433369051;2.0
296.0;-0.9423888913900713;100.0
297.0;-0.943586422263138;127.0
298.0;0.17264976343659344;15.0
299.0;0.06386204536285589;12.0
300.0;-0.02426734880912984;14.0
301.0;-0.20711577868033837;1.0
302.0;-0.27182661754906845;2.0
303.0;-0.3060050012558606;11.0
304.0;-0.3105587451932652;2.0
305.0;-0.4675850549597691;14.0
306.0;-0.5072493630632786;31.0
307.0;-0.5275313491898754;1.0
308.0;-0.6576432641074008;1.0
309.0;-0.7068312689843688;1.0
310.0;-0.724098920431034;3.0
311.0;-0.8001062135695207;13.0
312.0;-0.8198531101837407;1.0
313.0;-0.8000938316481547;13.0
314.0;-0.8297386926838772;13.0
315.0;-0.7831976473105811;99.0
316.0;-0.7895671717081929;2.0
317.0;-0.8444413725599811;2.0
318.0;-0.8619092135561592;1.0
319.0;-0.871680230441185;5.0
320.0;-0.9343110406184372;32.0
321.0;-0.9451415698037045;25.0
322.0;-0.949084448601416;22.0
323.0;-0.9719887426404592;117.0
324.0;-0.9675027985157023;140.0
325.0;0.12589870207508047;15.0
326.0;0.044322488737552734;15.0
327.0;-0.13218129576485937;13.0
328.0;-0.27104170867606747;2.0
329.0;-0.3539378217115221;7.0
330.0;-0.395902205604739;1.0
331.0;-0.4151612436514911;5.0
332.0;-0.6003135946918499;12.0
333.0;-0.6417854558219358;13.0
334.0;-0.6692831193912196;2.0
335.0;-0.7932433638230061;2.0
336.0;-0.8324058791676223;1.0
337.0;-0.8454502721244168;4.0
338.0;-0.9099536939606316;1.0
339.0;-0.9224128738635478;23.0
340.0;-0.9270519980976553;20.0
341.0;-0.952871267137734;51.0
342.0;-0.9364118097395291;89.0
343.0;-0.9404729087097325;2.0
344.0;-0.97209014782458;1.0
345.0;-0.9814133798486002;7.0
346.0;-0.983176001261195;2.0
347.0;-1.0108931545217708;47.0
348.0;-1.0121243920519114;127.0
349.0;-1.0060923744352133;26.0
350.0;-0.9998333171123455;128.0
351.0;-0.9981521744399484;149.0
352.0;0.2264667735243716;119.0
353.0;0.23137248127751375;142.0
354.0;0.22383579187387503;144.0
355.0;0.21797411155841218;138.0
356.0;0.22947360284226082;89.0
357.0;0.2186738791290832;1.0
358.0;0.2310791915042455;124.0
359.0;0.24099155733724187;124.0
360.0;0.23716495325668008;53.0
361.0;0.23686721051853477;124.0
362.0;0.23895294266669576;87.0
363.0;0.23197487468410272;112.0
364.0;0.23086630683038922;12.0
365.0;0.2358596372722137;73.0
366.0;0.2306294239009924;150.0
367.0;0.22440908716810104;73.0
368.0;0.23350161698848904;88.0
369.0;0.22866052173544715;140.0
370.0;0.23057072772853449;73.0
371.0;0.23574427958507516;89.0
372.0;0.2281026184654823;63.0
373.0;0.23242926988270385;124.0
374.0;0.23388089652449806;124.0
375.0;0.22754678190873956;124.0
376.0;0.2272555256899753;59.0
377.0;0.23046211537243821;59.0
378.0;0.2238446279593711;89.0
379.0;0.20589922030296515;142.0
380.0;0.20693418632259963;144.0
381.0;0.21827020340274228;54.0
382.0;0.2074415727966311;17.0
383.0;0.21919628526653767;23.0
384.0;0.20605387802151565;23.0
385.0;0.22370363767716794;144.0
386.0;0.23152221334236944;144.0
387.0;0.22916054164501143;45.0
388.0;0.22456282518904291;95.0
389.0;0.23252944454394386;144.0
390.0;0.2178705622510394;144.0
391.0;0.2178775680156101;144.0
392.0;0.22236897318790305;144.0
393.0;0.21506911642185866;144.0
394.0;0.2010024675919171;145.0
395.0;0.21443307707005876;73.0
396.0;0.18744246116974916;150.0
397.0;0.21489944426050855;108.0
398.0;0.22394693331418225;108.0
399.0;0.2114667399103105;48.0
400.0;0.217898426462942;108.0
401.0;0.22588595378068266;144.0
402.0;0.21336945465657953;62.0
403.0;0.20645522595332333;17.0
404.0;0.2051455485632382;144.0
405.0;0.1984502246318891;33.0
406.0;0.20965222552755403;107.0
407.0;0.1948588448656905;142.0
408.0;0.20511020175718764;94.0
409.0;0.20793780613435076;29.0
410.0;0.21550028208523742;29.0
411.0;0.20406197688888628;6.0
412.0;0.22017038090341234;95.0
413.0;0.22017224903952637;109.0
414.0;0.22243006357288475;67.0
415.0;0.21783561355230785;95.0
416.0;0.22226434181487142;67.0
417.0;0.21324262868082133;20.0
418.0;0.2133945758406287;120.0
419.0;0.2148185394019072;65.0
420.0;0.2077962760524612;27.0
421.0;0.14496137901036954;149.0
422.0;0.2173713622386979;96.0
423.0;0.0828042510602155;149.0
424.0;0.2093938553471274;97.0
425.0;0.2240032084710406;97.0
426.0;0.21488820342257797;33.0
427.0;0.22140433359462952;52.0
428.0;0.22292538386802085;8.0
429.0;0.21949488815525664;8.0
430.0;0.20467317224484538;17.0
431.0;0.20212548151096577;116.0
432.0;0.19446756552551325;23.0
433.0;0.2043904835758923;98.0
434.0;0.1650271611628713;110.0
435.0;0.210450168816112;148.0
436.0;0.21382313842697354;98.0
437.0;0.22097708414158646;72.0
438.0;0.2125195934441675;8.0
439.0;0.2196980910708175;75.0
440.0;0.21836869779702384;98.0
441.0;0.21789833103984213;126.0
442.0;0.21965553941642835;45.0
443.0;0.21712726209126143;126.0
444.0;0.2090130016376004;71.0
445.0;0.21018720885438547;66.0
446.0;0.20542459234121813;45.0
447.0;0.2012210780911582;45.0
448.0;-4.620607040908639;150.0
449.0;-0.2890667083400684;150.0
450.0;-10830.633207343924;150.0
451.0;-5802.671336863331;150.0
452.0;-4726.6689029772615;150.0
453.0;-4015.181559655317;150.0
454.0;-1936.4445869570911;150.0
455.0;-1484.786203097918;142.0
456.0;-1242.696489859556;141.0
457.0;-1174.060426898785;71.0
458.0;-1115.4073989057877;71.0
459.0;-1024.275827507797;65.0
460.0;0.15750164345486817;20.0
461.0;0.12385654700689985;6.0
462.0;0.0019029081796262393;6.0
463.0;-0.19326104425603297;1.0
464.0;-0.25860371814189986;4.0
465.0;-0.2992518714049588;5.0
466.0;-0.31537330793179263;2.0
467.0;-0.48782596182722693;8.0
468.0;-0.5515394092886994;7.0
469.0;-0.5993571337825925;3.0
470.0;-0.7200755635607399;2.0
471.0;-0.7669361494711509;4.0
472.0;-0.7811743343446393;5.0
473.0;-0.8579669223837862;1.0
474.0;-0.8748406655808036;43.0
475.0;-0.7806028717412214;40.0
476.0;-0.8055822121319456;33.0
477.0;-0.6551959043579274;46.0
478.0;-0.6947228358315893;1.0
479.0;-0.7946992945709825;2.0
480.0;-0.8296329996368752;1.0
481.0;-0.8382976804469935;3.0
482.0;-0.9042691175624842;4.0
483.0;-0.9157900566967947;54.0
484.0;-0.9142990949365137;11.0
485.0;-0.9315090762124145;118.0
486.0;-0.9296535251474694;120.0
487.0;0.09237603054400967;9.0
488.0;0.06738366698374365;14.0
489.0;-0.05450222847348152;11.0
490.0;-0.18988717921441212;2.0
491.0;-0.2692314439404251;2.0
492.0;-0.3084989710420263;29.0
493.0;-0.2971114424926977;5.0
494.0;-0.3908561000699815;8.0
495.0;-0.4161359060087966;10.0
496.0;-0.4406640252003138;3.0
497.0;-0.5348528709666707;4.0
498.0;-0.5578887452006511;33.0
499.0;-0.5677537389428398;4.0
500.0;-0.6164284788615888;8.0
501.0;-0.6247858217406526;39.0
502.0;-0.6273252650480219;5.0
503.0;-0.6533513599568681;33.0
504.0;-0.6520764849659471;73.0
505.0;-0.6558495774587467;3.0
506.0;-0.68111835344867;3.0
507.0;-0.6917233798587206;4.0
508.0;-0.6918284368589736;4.0
509.0;-0.7112296244019269;56.0
510.0;-0.7098597162172358;131.0
511.0;-0.7030379705288052;17.0
512.0;-0.7009259167725699;142.0
513.0;-0.6971203283632077;85.0
514.0;0.14399453080162739;54.0
515.0;0.13747358943614918;142.0
516.0;0.1400116797334695;50.0
517.0;0.08948438582341511;49.0
518.0;0.11333256660768587;49.0
519.0;0.05817904482655423;51.0
520.0;0.13361030006893682;50.0
521.0;0.14960114290180293;138.0
522.0;0.13663311327894634;26.0
523.0;0.12207239214697685;149.0
524.0;0.13922105643215954;149.0
525.0;0.1150208560268805;131.0
526.0;0.10746053089088403;26.0
527.0;0.14331604970429845;101.0
528.0;0.1033747650845942;101.0
529.0;0.07534427939464927;149.0
530.0;0.12256940768778546;102.0
531.0;0.07406307331528639;150.0
532.0;0.08130421275287825;70.0
533.0;0.11813402077628854;70.0
534.0;0.06013443017318676;146.0
535.0;0.10113653490084495;149.0
536.0;0.1278042990921755;124.0
537.0;0.09951511300261806;120.0
538.0;0.09279801399743615;39.0
539.0;0.10318757744755269;78.0
540.0;0.06815866383696201;109.0
541.0;0.14619556282046064;118.0
542.0;0.1206804495909789;139.0
543.0;0.14358240617463391;54.0
544.0;0.08880248618112696;77.0
545.0;0.11510425660522394;54.0
546.0;0.06863589828076744;22.0
547.0;0.13599623516880777;105.0
548.0;0.14561443451547285;33.0
549.0;0.15802411988060572;105.0
550.0;0.14204186485073478;105.0
551.0;0.1468795840217525;105.0
552.0;0.119401344923733;105.0
553.0;0.13258055002369973;105.0
554.0;0.14329945197891325;105.0
555.0;0.12756698020327484;105.0
556.0;0.026731020720721754;149.0
557.0;0.1366062118109822;106.0
558.0;-0.1392105442825864;141.0
559.0;0.07569904324128418;149.0
560.0;0.125414347592387;150.0
561.0;0.08165881911017225;34.0
562.0;0.11959478790253075;105.0
563.0;0.12851451456929575;15.0
564.0;0.11828506493032753;44.0
565.0;0.10427358289142519;148.0
566.0;0.12109002221617005;54.0
567.0;0.09047990318104193;54.0
568.0;0.1612477663714702;39.0
569.0;0.10310250130037268;129.0
570.0;0.15481223354818485;31.0
571.0;0.11693218124734395;49.0
572.0;0.1316288145965706;52.0
573.0;0.08925770678655498;91.0
574.0;0.14725667302417855;74.0
575.0;0.1502594084894231;148.0
576.0;0.1639675940145715;74.0
577.0;0.13717094668821972;49.0
578.0;0.14837716795942513;52.0
579.0;0.12006699296729906;48.0
580.0;0.12753018826266715;63.0
581.0;0.14185850407488498;63.0
582.0;0.11693967210933898;149.0
583.0;-9.615764314751795;150.0
584.0;-3.3038472773262066;150.0
585.0;-2.7153752998136748e6;150.0
586.0;-1.712577510129827e6;150.0
587.0;-1.2415909149240179e6;150.0
588.0;-996495.2549666679;150.0
589.0;-421422.3622379924;150.0
590.0;-240674.01617358963;150.0
591.0;-153828.58189931032;150.0
592.0;-101976.30286936741;150.0
593.0;-81808.81008268661;149.0
594.0;-65305.43994452324;149.0
595.0;0.16918179999993066;119.0
596.0;0.0679279594839951;129.0
597.0;0.15770016161628864;48.0
598.0;0.1456526130954633;78.0
599.0;0.15614846257757686;125.0
600.0;0.12737208299014424;119.0
601.0;0.16011248212172513;142.0
602.0;0.17210399342883442;138.0
603.0;0.17113092130062557;119.0
604.0;0.1513491885384194;96.0
605.0;0.16188269065943361;148.0
606.0;0.15336395137679149;9.0
607.0;0.13846019561430956;148.0
608.0;0.14255772574266823;133.0
609.0;0.16063061619955188;148.0
610.0;-590.9521664088643;150.0
611.0;-168.34663043365612;144.0
612.0;-3.836508564231375e12;150.0
613.0;-3.651933401849875e12;150.0
614.0;-3.496740035514551e12;150.0
615.0;-3.3816521074361543e12;150.0
616.0;-2.7194108259513457e12;150.0
617.0;-2.2348934301385264e12;150.0
618.0;-1.7943421924239805e12;150.0
619.0;-1.5711331129906753e12;150.0
620.0;-1.3991550690080571e12;150.0
621.0;-1.2541496649632246e12;150.0
622.0;0.15999964445117498;119.0
623.0;0.17276999747414146;137.0
624.0;0.1625380965025004;109.0
625.0;0.1254645666490699;68.0
626.0;0.151059258944791;76.0
627.0;0.11589655722017744;1.0
628.0;0.1486026852378146;122.0
629.0;0.17724899868579713;134.0
630.0;0.16997881754718058;21.0
631.0;0.15650837780055005;149.0
632.0;0.17617698025570405;112.0
633.0;0.15452147701373453;11.0
634.0;0.15068265487016164;149.0
635.0;0.16942229262916975;120.0
636.0;0.14372102767795103;149.0
637.0;0.13409731460916352;93.0
638.0;0.15431683213882907;93.0
639.0;0.12557606332091753;146.0
640.0;0.12839438926328817;94.0
641.0;0.15205732586890963;70.0
642.0;0.12121106674738058;69.0
643.0;0.14351483841060386;134.0
644.0;0.1584722450274909;112.0
645.0;0.14545948733654235;11.0
646.0;0.13783243089136932;49.0
647.0;0.14924972328754826;49.0
648.0;0.12824404165329828;49.0
649.0;0.14703521742686565;110.0
650.0;0.15315168354477815;119.0
651.0;0.1327659805846051;100.0
652.0;0.0956665355081352;50.0
653.0;0.11960482964204888;50.0
654.0;0.08242898785817243;49.0
655.0;0.1499141411934588;6.0
656.0;0.15473538308294776;93.0
657.0;0.1415278721815345;110.0
658.0;0.1375697775443453;110.0
659.0;0.14966905849557255;132.0
660.0;0.12721366489005814;80.0
661.0;0.13609690173830324;7.0
662.0;0.14887607575108674;7.0
663.0;0.12853328571977207;110.0
664.0;0.08989260720912406;144.0
665.0;0.1334224680444066;102.0
666.0;0.08431821314144528;145.0
667.0;0.10108774116480246;7.0
668.0;0.12040448389929481;50.0
669.0;0.08061991226645904;51.0
670.0;0.10760660288848689;133.0
671.0;0.14019811904893964;110.0
672.0;0.11649749731809256;90.0
673.0;0.1167022726778042;89.0
674.0;0.11933994085317001;53.0
675.0;0.08620813112075998;49.0
676.0;0.16476936873355463;39.0
677.0;0.1315542131013534;100.0
678.0;0.13002833868284625;49.0
679.0;0.10282535304541651;27.0
680.0;0.1220013353584588;138.0
681.0;0.07172798798692437;59.0
682.0;0.13876752582184215;126.0
683.0;0.15613785007772796;67.0
684.0;0.17208801191027923;149.0
685.0;0.12882747952915763;40.0
686.0;0.14473619122829184;143.0
687.0;0.131547877038649;149.0
688.0;0.12897833857536278;149.0
